name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Vancouver,2023-05-11,22,10.9,15.8,22,10.9,15.8,8.3,62.7,0,0,0,,0,0,17.3,10.7,105.1,1020.1,36.8,29.8,269.9,23.4,8,10,2023-05-11T05:35:00,2023-05-11T20:43:40,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-12,23.7,10.3,17,23.7,10.3,17,7.7,55.7,0,0,0,,0,0,11.5,10.5,286.6,1023.1,37.4,28.2,268.8,23.2,8,10,2023-05-12T05:33:33,2023-05-12T20:45:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-13,25.7,12.4,18.9,25.7,12.4,18.9,9.1,54.4,0,0,0,,0,0,17.3,14.5,302.4,1023.9,17.4,29.2,275.7,23.6,8,10,2023-05-13T05:32:08,2023-05-13T20:46:27,0.79,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-14,27.2,14,20.1,26.8,14,20.1,10.3,54.7,0,0,0,,0,0,15.8,13.1,287.9,1018.3,15.6,33,273.8,23.6,8,10,2023-05-14T05:30:44,2023-05-14T20:47:50,0.83,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-15,27.9,15,21.2,27.1,15,21.1,10,50.6,0,0,0,,0,0,31.3,12.4,288.1,1014.7,13.3,38.5,271.3,23.5,8,10,2023-05-15T05:29:23,2023-05-15T20:49:12,0.86,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-16,22.5,16.9,19.2,22.5,16.9,19.2,12.9,67.2,0,0,0,,0,0,38.9,16.9,133.5,1018.5,33.2,38.6,261.9,22.6,8,10,2023-05-16T05:28:03,2023-05-16T20:50:33,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-17,23.9,14.2,18.5,23.9,14.2,18.5,13.4,73.2,0,0,0,,0,0,11.5,7.7,244.8,1014.8,13.5,39.2,258.8,22.3,8,10,2023-05-17T05:26:46,2023-05-17T20:51:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-18,26.4,15.2,20,26.4,15.2,20,14.2,70.6,0,0,0,,0,0,17.3,10.7,125.5,1013.3,20.1,29.5,259.2,22.5,8,10,2023-05-18T05:25:30,2023-05-18T20:53:12,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-19,22.8,14.7,18.5,22.8,14.7,18.5,12.5,68.6,0,0,0,,0,0,17.3,9,166,1018.6,33.6,29.1,272.3,23.4,8,10,2023-05-19T05:24:17,2023-05-19T20:54:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-20,22.1,13.7,18,22.1,13.7,18,12.9,73,0,0,0,,0,0,14.4,9.5,145.5,1018.9,40.5,29,257.5,22.4,8,10,2023-05-20T05:23:06,2023-05-20T20:55:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-21,17.3,12.8,15,17.3,12.8,15,10.4,74.1,0,0,0,,0,0,20.2,10.5,108.2,1020.1,65.8,26.2,183.2,16,7,10,2023-05-21T05:21:56,2023-05-21T20:57:03,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-22,16.8,11.4,14,16.8,11.4,14,9,72.7,0.665,100,16.67,rain,0,0,35.3,15.5,233.9,1020.5,57.2,36.4,205.8,17.9,6,10,2023-05-22T05:20:49,2023-05-22T20:58:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-23,14.9,11.4,13.2,14.9,11.4,13.2,8.9,75.2,0,0,0,,0,0,14,8.5,259.7,1020,75.5,38.2,130.4,11.1,4,10,2023-05-23T05:19:45,2023-05-23T20:59:32,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-24,19,11.9,14.9,19,11.9,14.9,9.9,72.9,0,0,0,,0,0,13,9.3,234.4,1018.2,47.4,37.2,187,16.2,6,10,2023-05-24T05:18:42,2023-05-24T21:00:44,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-25,22.3,11.4,16.6,22.3,11.4,16.6,11,71,0,0,0,,0,0,15.8,10.2,265.3,1014.1,17.7,30.3,276.5,23.9,8,10,2023-05-25T05:17:42,2023-05-25T21:01:55,0.2,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-26,23.8,13.4,18.8,23.8,13.4,18.8,12.3,67.3,0,0,0,,0,0,17.3,8.7,256.7,1012.2,18.9,29,277.3,23.9,8,10,2023-05-26T05:16:44,2023-05-26T21:03:04,0.23,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-27,20.1,14.7,17.4,20.1,14.7,17.4,12.5,73.4,0,0,0,,0,0,15.8,11,151.7,1013.6,35.4,26,190.7,16.3,7,10,2023-05-27T05:15:49,2023-05-27T21:04:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-28,20.2,13.4,16.5,20.2,13.4,16.5,10.9,70.4,0,0,0,,0,0,15.8,12.3,133.4,1016.2,32.7,29.1,245.5,21.3,8,10,2023-05-28T05:14:56,2023-05-28T21:05:19,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-29,20.4,12.9,16.5,20.4,12.9,16.5,10.6,68.5,0,0,0,,0,0,17.3,11.4,134.5,1013.5,28,39.2,270.2,23.3,8,10,2023-05-29T05:14:05,2023-05-29T21:06:24,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-30,17.5,11.7,14.3,17.5,11.7,14.3,7.8,65.2,0,0,0,,0,0,15.8,13.8,139.7,1015,37.7,31.3,185.2,15.9,6,10,2023-05-30T05:13:17,2023-05-30T21:07:27,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-05-31,18.5,10.8,14.2,18.5,10.8,14.2,7.4,64.8,0,0,0,,0,0,17.3,11.4,144.9,1017.3,42.2,38,176.2,15.3,7,10,2023-05-31T05:12:32,2023-05-31T21:08:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-01,19.5,10,15.1,19.5,10,15.1,7.5,62,0,0,0,,0,0,15.8,10.7,186.6,1017.7,20.8,30.1,257.3,22.3,8,10,2023-06-01T05:11:49,2023-06-01T21:09:28,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-02,22,12.3,17,22,12.3,17,8.4,58.7,0,0,0,,0,0,18.7,11.8,127.3,1018.5,32.1,29,284.7,24.5,8,10,2023-06-02T05:11:09,2023-06-02T21:10:26,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-03,22.1,13,17.6,22.1,13,17.6,8.8,57.7,0,0,0,,0,0,21.6,13.1,149,1019.6,27.3,29.2,287,24.8,8,10,2023-06-03T05:10:31,2023-06-03T21:11:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-04,20,13.2,16.5,20,13.2,16.5,6.8,53.9,0,0,0,,0,0,44.3,18.6,288.7,1022.6,21.6,29.8,293.2,25.1,8,10,2023-06-04T05:09:56,2023-06-04T21:12:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-05,19.4,10.4,15.7,19.4,10.4,15.7,7.5,58.5,0.03,100,20.83,rain,0,0,48.2,22.2,305.4,1020.6,9.6,41.1,291.3,25.1,8,10,2023-06-05T05:09:23,2023-06-05T21:13:08,0.56,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-06,24.2,11.6,17.4,24.2,11.6,17.4,8.7,58.8,0,0,0,,0,0,40.7,17.2,297.7,1013.2,5.8,41.2,294.8,25.4,9,10,2023-06-06T05:08:54,2023-06-06T21:13:58,0.59,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-07,25.8,13,19.5,25.8,13,19.5,9.1,54.3,0,0,0,,0,0,17.3,9.3,298.7,1009.8,22.9,36.7,281.8,24.5,8,10,2023-06-07T05:08:27,2023-06-07T21:14:45,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-08,23.4,14.7,19.3,23.4,14.7,19.3,10.2,56,0,0,0,,0,0,20.2,13.3,137.7,1012.8,36.5,29.1,272.8,23.7,8,10,2023-06-08T05:08:02,2023-06-08T21:15:31,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,D3147,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-09,18.7,12.5,14.9,18.7,12.5,14.9,10.7,76.7,2.973,100,37.5,rain,0,0,21.6,15.2,114.9,1015.5,92.5,21.6,84.8,7.2,3,10,2023-06-09T05:07:41,2023-06-09T21:16:14,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-10,14.9,12,13.3,14.9,12,13.3,12.1,92.7,8.201,100,54.17,rain,0,0,15.8,8.1,106.1,1017.8,88.2,9.4,73.7,6.3,3,10,2023-06-10T05:07:22,2023-06-10T21:16:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-11,20.2,13.5,16.6,20.2,13.5,16.6,13.3,81.6,0.019,100,4.17,rain,0,0,33.5,16.3,272.7,1017.1,40.2,25,251.3,21.7,9,10,2023-06-11T05:07:06,2023-06-11T21:17:34,0.77,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-12,22.5,13.9,18,22.5,13.9,18,13.4,75.8,0,0,0,,0,0,31.3,15.6,274.3,1014.7,25.1,39.3,284.2,24.5,9,10,2023-06-12T05:06:53,2023-06-12T21:18:10,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-13,18.7,14.2,16.4,18.7,14.2,16.4,11.9,75.2,0.481,100,16.67,rain,0,0,44.3,23.4,252.8,1013.2,56.2,37.6,159.6,14.1,8,10,2023-06-13T05:06:42,2023-06-13T21:18:44,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-14,17.4,12,14.2,17.4,12,14.2,8.8,70.3,0,0,0,,0,0,51.8,20,271.2,1017.8,40.6,37.8,116.1,10.2,5,10,2023-06-14T05:06:34,2023-06-14T21:19:15,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-15,20.7,11,16.2,20.7,11,16.2,9.9,66.9,0,0,0,,0,0,14.4,14.2,146.1,1021.2,44.8,28.5,262.2,22.4,8,10,2023-06-15T05:06:29,2023-06-15T21:19:44,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-16,20.3,14.8,16.6,20.3,14.8,16.6,11.9,74.2,0.219,100,16.67,rain,0,0,18.7,11.8,106.8,1020.1,67.7,26.4,92.4,7.9,3,10,2023-06-16T05:06:27,2023-06-16T21:20:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-17,17.8,13,15,17.8,13,15,9.6,71.5,0.004,100,4.17,rain,0,0,27.4,12,152.3,1014.8,63.3,25.5,147.7,12.8,6,10,2023-06-17T05:06:28,2023-06-17T21:20:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-18,16,8,13.1,16,8,13.1,6.6,66,0.83,100,12.5,rain,0,0,31.3,13,238.5,1010.3,59.7,27.2,284,24.4,10,10,2023-06-18T05:06:31,2023-06-18T21:20:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-19,12.6,10.9,11.7,12.6,10.9,11.7,9.2,85.2,5.446,100,54.17,rain,0,0,17.3,10.4,98.1,1011.8,85.5,27.1,64.4,5.6,2,10,2023-06-19T05:06:37,2023-06-19T21:21:13,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-20,14.8,11.4,13,14.8,11.4,13,10.8,86.6,0.02,100,20.83,rain,0,0,15.8,9.1,98.5,1020.3,88.1,31.3,91.3,8.3,2,10,2023-06-20T05:06:45,2023-06-20T21:21:29,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-21,17.5,13.2,14.5,17.5,13.2,14.5,11.7,83.4,0.079,100,4.17,rain,0,0,15.8,9.3,103.9,1022.8,67.1,36.2,96.3,8.4,6,10,2023-06-21T05:06:57,2023-06-21T21:21:42,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-22,21.9,12.1,16.8,21.9,12.1,16.8,12.2,76.1,0,0,0,,0,0,15.8,11.8,268.7,1017.1,22.8,30.7,277.5,23.8,8,10,2023-06-22T05:07:11,2023-06-22T21:21:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,D3147,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-23,25,13.2,19.2,25,13.2,19.2,12.6,67.8,0,0,0,,0,0,17.3,12.3,192.8,1013.1,35.6,31.8,282.8,24.4,8,10,2023-06-23T05:07:28,2023-06-23T21:21:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-24,18.8,14.4,16.1,18.8,14.4,16.1,10.2,68.6,0.126,100,8.33,rain,0,0,24.5,22.3,118,1018.6,58.5,28.6,128.2,11,4,10,2023-06-24T05:07:47,2023-06-24T21:22:04,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-25,21.4,12.4,16.7,21.4,12.4,16.7,11.1,71.3,0,0,0,,0,0,11.5,9.6,213.7,1018.6,32.8,29.8,272.4,23.6,8,10,2023-06-25T05:08:09,2023-06-25T21:22:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWWA,71608099999,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-26,23.6,13.8,18.8,23.6,13.8,18.8,12.9,69.6,0,0,0,,0,0,13,11.2,141.7,1015.7,25.9,41.1,281.5,24.4,8,10,2023-06-26T05:08:33,2023-06-26T21:22:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-27,22.2,15.4,19.1,22.2,15.4,19.1,12.7,66.8,0.786,100,4.17,rain,0,0,17.3,12.6,140.3,1013.3,32.1,41.1,280.3,24.2,8,10,2023-06-27T05:09:00,2023-06-27T21:22:01,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-28,24.7,16.1,20.3,24.7,16.1,20.3,14.3,69.5,0,0,0,,0,0,17.3,12.6,142.2,1014.5,25.4,39.2,276.4,24,8,10,2023-06-28T05:09:30,2023-06-28T21:21:55,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-29,24.7,17.2,20.7,24.7,17.2,20.7,13.4,63.6,0,0,0,,0,0,18.7,10.8,143,1016.8,50.3,34.3,239.7,20.7,8,10,2023-06-29T05:10:01,2023-06-29T21:21:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-06-30,24,15,19.8,24,15,19.8,13.9,69.6,0,0,0,,0,0,14.4,8.7,169.2,1018,25.5,29.5,290.4,25.2,8,10,2023-06-30T05:10:36,2023-06-30T21:21:33,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-01,23,14.8,18.8,23,14.8,18.8,10,57.5,0,0,0,,0,0,25.9,19.3,205,1020.3,22.2,28.3,289.7,25,8,10,2023-07-01T05:11:12,2023-07-01T21:21:18,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-02,22.5,14.8,18.7,22.5,14.8,18.7,11.5,64,0.005,100,4.17,rain,0,0,44.3,19.6,305.4,1019.8,16.2,28.9,288.7,25,8,10,2023-07-02T05:11:51,2023-07-02T21:21:00,0.48,Rain,Clear conditions throughout the day with early morning rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-03,22.9,13.9,18.5,22.9,13.9,18.5,11.7,65.3,0,0,0,,0,0,35.3,17.9,302.3,1017.9,20.8,36.9,275.7,23.6,8,10,2023-07-03T05:12:32,2023-07-03T21:20:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-04,24.9,16,20,24.9,16,20,12.6,63.9,0,0,0,,0,0,35.3,15.7,303.9,1017.3,36.2,39.2,252,21.8,8,10,2023-07-04T05:13:16,2023-07-04T21:20:16,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-05,26.5,15.6,20.8,26.5,15.6,20.8,13.1,62.9,0.005,100,4.17,rain,0,0,14.4,12.3,280.6,1013.8,30.4,38.6,260.8,22.5,8,10,2023-07-05T05:14:01,2023-07-05T21:19:50,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-06,27,16.4,21.4,27.4,16.4,21.4,14,64.2,0,0,0,,0,0,13,9.7,257.1,1011.6,36.1,26.6,269.6,23.4,8,10,2023-07-06T05:14:49,2023-07-06T21:19:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-07,24.1,16.7,19.5,24.1,16.7,19.5,13,66.4,0,0,0,,0,0,20.2,11.7,125.7,1011.2,39.9,29.3,254.5,21.9,8,10,2023-07-07T05:15:38,2023-07-07T21:18:49,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-08,23.5,15.3,18.9,23.5,15.3,18.9,12.7,68.1,0.226,100,8.33,rain,0,0,20.2,12.9,130,1013.3,39.5,28.9,272.9,23.7,8,10,2023-07-08T05:16:30,2023-07-08T21:18:15,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-09,24.7,15.1,19.7,24.7,15.1,19.7,12.9,66.1,0,0,0,,0,0,17.3,13.1,148.5,1012.7,10.7,29.8,281.1,24.4,8,10,2023-07-09T05:17:23,2023-07-09T21:17:38,0.75,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-10,19.8,15.5,17.5,19.8,15.5,17.5,11.3,67.3,0,0,0,,0,0,24.5,15.9,114.4,1016.2,27.5,39.8,255.2,22.1,8,10,2023-07-10T05:18:19,2023-07-10T21:16:58,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-11,22.6,15.4,19.2,22.6,15.4,19.2,12.3,65.3,0,0,0,,0,0,20.2,11.9,138.3,1018.2,31.5,41.3,275.1,23.8,9,10,2023-07-11T05:19:16,2023-07-11T21:16:16,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-12,23.9,15.8,19.7,23.9,15.8,19.7,13.1,66.6,0,0,0,,0,0,15.8,9.8,131.5,1016.7,42,39.8,272.5,23.5,9,10,2023-07-12T05:20:14,2023-07-12T21:15:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-13,23.8,15.8,20.3,23.8,15.8,20.3,12.2,60.2,0,0,0,,0,0,17.3,12,149.4,1019,27.4,30.1,274.6,23.7,8,10,2023-07-13T05:21:15,2023-07-13T21:14:44,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-14,26.2,15.7,21.1,26.2,15.7,21.1,13.4,62.9,0,0,0,,0,0,13,10,198.4,1019.8,29.3,29.2,276.4,24,8,10,2023-07-14T05:22:17,2023-07-14T21:13:54,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-15,28.2,16.4,21.8,28.5,16.4,21.8,13.8,61.2,0,0,0,,0,0,13,9.2,134.1,1017.7,34.3,29.2,263.5,22.7,8,10,2023-07-15T05:23:21,2023-07-15T21:13:01,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-16,27.2,17.2,21.5,27.3,17.2,21.5,13.2,60.2,0,0,0,,0,0,18.7,10.7,128.2,1015.1,22.6,38.9,256,22.1,9,10,2023-07-16T05:24:26,2023-07-16T21:12:06,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-17,23.8,17.2,20.2,23.8,17.2,20.2,12.7,63.1,0.011,100,4.17,rain,0,0,17.6,11.8,205.5,1016.9,47.9,39.9,198.4,16.9,9,10,2023-07-17T05:25:33,2023-07-17T21:11:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-18,23.7,15,19.6,23.7,15,19.6,12.8,66.7,0,0,0,,0,0,15.8,9.4,181.5,1020.8,24.7,41.2,262.4,22.8,8,10,2023-07-18T05:26:40,2023-07-18T21:10:09,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-19,27.2,15.9,21.6,27.2,15.9,21.6,14.3,65,0.002,100,4.17,rain,0,0,14.4,9,261.7,1018.7,19.9,41.8,267.8,23.2,8,10,2023-07-19T05:27:50,2023-07-19T21:09:07,0.07,Rain,Clear conditions throughout the day with morning rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-20,28.2,16.6,22.6,28.7,16.6,22.8,14.6,61.7,0,0,0,,0,0,18.7,11.5,127.4,1017.1,25.8,30.8,238.4,20.6,8,10,2023-07-20T05:29:00,2023-07-20T21:08:03,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-21,26.2,17.1,21.4,26.2,17.1,21.4,13.7,61.9,0,0,0,,0,0,21.6,12.7,129.8,1018.1,30.8,28.6,270.8,23.3,8,10,2023-07-21T05:30:12,2023-07-21T21:06:56,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
Vancouver,2023-07-22,27.2,17.4,21.5,27.3,17.4,21.5,13.7,62.9,0,0,0,,0,0,18.7,13.3,126.7,1017,32.6,29.2,210.1,18.2,8,10,2023-07-22T05:31:25,2023-07-22T21:05:47,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
